Agency,variable,value,binary
U.S. Commission of Fine Arts,Broken Root,0,Yes
U.S. Commission of Fine Arts,Broken WWW,0,Yes
U.S. Commission of Fine Arts,Defaults to HTTPS,1,Yes
U.S. Commission of Fine Arts,Downgrades HTTPS,1,Yes
U.S. Commission of Fine Arts,HSTS,1,Yes
U.S. Commission of Fine Arts,HSTS All Subdomains,1,Yes
U.S. Commission of Fine Arts,HSTS Preload Ready,1,Yes
U.S. Commission of Fine Arts,HTTPS Bad Chain,1,Yes
U.S. Commission of Fine Arts,HTTPS Bad Hostname,1,Yes
U.S. Commission of Fine Arts,Live,1,Yes
U.S. Commission of Fine Arts,Redirect,1,Yes
U.S. Commission of Fine Arts,Strictly Forces HTTPS,1,Yes
U.S. Commission of Fine Arts,Valid HTTPS,1,Yes
"U.S. Postal Service, Office of Inspector General",Broken Root,1,Yes
"U.S. Postal Service, Office of Inspector General",Broken WWW,1,Yes
"U.S. Postal Service, Office of Inspector General",Defaults to HTTPS,1,Yes
"U.S. Postal Service, Office of Inspector General",Downgrades HTTPS,2,Yes
"U.S. Postal Service, Office of Inspector General",HSTS,1,Yes
"U.S. Postal Service, Office of Inspector General",HSTS All Subdomains,1,Yes
"U.S. Postal Service, Office of Inspector General",HSTS Preload Ready,1,Yes
"U.S. Postal Service, Office of Inspector General",HTTPS Bad Chain,2,Yes
"U.S. Postal Service, Office of Inspector General",HTTPS Bad Hostname,2,Yes
"U.S. Postal Service, Office of Inspector General",Live,1,Yes
"U.S. Postal Service, Office of Inspector General",Redirect,2,Yes
"U.S. Postal Service, Office of Inspector General",Strictly Forces HTTPS,1,Yes
"U.S. Postal Service, Office of Inspector General",Valid HTTPS,1,Yes
U.S. Trade and Development Agency,Broken Root,1,Yes
U.S. Trade and Development Agency,Broken WWW,1,Yes
U.S. Trade and Development Agency,Defaults to HTTPS,2,Yes
U.S. Trade and Development Agency,Downgrades HTTPS,2,Yes
U.S. Trade and Development Agency,HSTS,2,Yes
U.S. Trade and Development Agency,HSTS All Subdomains,2,Yes
U.S. Trade and Development Agency,HSTS Preload Ready,2,Yes
U.S. Trade and Development Agency,HTTPS Bad Chain,2,Yes
U.S. Trade and Development Agency,HTTPS Bad Hostname,2,Yes
U.S. Trade and Development Agency,Live,1,Yes
U.S. Trade and Development Agency,Redirect,2,Yes
U.S. Trade and Development Agency,Strictly Forces HTTPS,2,Yes
U.S. Trade and Development Agency,Valid HTTPS,1,Yes
US Interagency Council on Homelessness,Broken Root,0,Yes
US Interagency Council on Homelessness,Broken WWW,0,Yes
US Interagency Council on Homelessness,Defaults to HTTPS,2,Yes
US Interagency Council on Homelessness,Downgrades HTTPS,2,Yes
US Interagency Council on Homelessness,HSTS,2,Yes
US Interagency Council on Homelessness,HSTS All Subdomains,2,Yes
US Interagency Council on Homelessness,HSTS Preload Ready,2,Yes
US Interagency Council on Homelessness,HTTPS Bad Chain,2,Yes
US Interagency Council on Homelessness,HTTPS Bad Hostname,2,Yes
US Interagency Council on Homelessness,Live,2,Yes
US Interagency Council on Homelessness,Redirect,2,Yes
US Interagency Council on Homelessness,Strictly Forces HTTPS,2,Yes
US Interagency Council on Homelessness,Valid HTTPS,2,Yes
United Stated Global Change Research Program,Broken Root,0,Yes
United Stated Global Change Research Program,Broken WWW,1,Yes
United Stated Global Change Research Program,Defaults to HTTPS,4,Yes
United Stated Global Change Research Program,Downgrades HTTPS,3,Yes
United Stated Global Change Research Program,HSTS,4,Yes
United Stated Global Change Research Program,HSTS All Subdomains,4,Yes
United Stated Global Change Research Program,HSTS Preload Ready,4,Yes
United Stated Global Change Research Program,HTTPS Bad Chain,3,Yes
United Stated Global Change Research Program,HTTPS Bad Hostname,4,Yes
United Stated Global Change Research Program,Live,3,Yes
United Stated Global Change Research Program,Redirect,4,Yes
United Stated Global Change Research Program,Strictly Forces HTTPS,4,Yes
United Stated Global Change Research Program,Valid HTTPS,4,Yes
United States Office of Government Ethics,Broken Root,0,Yes
United States Office of Government Ethics,Broken WWW,0,Yes
United States Office of Government Ethics,Defaults to HTTPS,2,Yes
United States Office of Government Ethics,Downgrades HTTPS,2,Yes
United States Office of Government Ethics,HSTS,2,Yes
United States Office of Government Ethics,HSTS All Subdomains,2,Yes
United States Office of Government Ethics,HSTS Preload Ready,2,Yes
United States Office of Government Ethics,HTTPS Bad Chain,2,Yes
United States Office of Government Ethics,HTTPS Bad Hostname,2,Yes
United States Office of Government Ethics,Live,2,Yes
United States Office of Government Ethics,Redirect,2,Yes
United States Office of Government Ethics,Strictly Forces HTTPS,2,Yes
United States Office of Government Ethics,Valid HTTPS,2,Yes
AMTRAK,Broken Root,0,No
AMTRAK,Broken WWW,0,No
AMTRAK,Defaults to HTTPS,1,No
AMTRAK,Downgrades HTTPS,0,No
AMTRAK,HSTS,0,No
AMTRAK,HSTS All Subdomains,0,No
AMTRAK,HSTS Preload Ready,0,No
AMTRAK,HTTPS Bad Chain,0,No
AMTRAK,HTTPS Bad Hostname,0,No
AMTRAK,Live,1,No
AMTRAK,Redirect,0,No
AMTRAK,Strictly Forces HTTPS,1,No
AMTRAK,Valid HTTPS,1,No
Administrative Conference of the United States,Broken Root,0,No
Administrative Conference of the United States,Broken WWW,0,No
Administrative Conference of the United States,Defaults to HTTPS,1,No
Administrative Conference of the United States,Downgrades HTTPS,0,No
Administrative Conference of the United States,HSTS,1,No
Administrative Conference of the United States,HSTS All Subdomains,1,No
Administrative Conference of the United States,HSTS Preload Ready,1,No
Administrative Conference of the United States,HTTPS Bad Chain,0,No
Administrative Conference of the United States,HTTPS Bad Hostname,0,No
Administrative Conference of the United States,Live,1,No
Administrative Conference of the United States,Redirect,0,No
Administrative Conference of the United States,Strictly Forces HTTPS,1,No
Administrative Conference of the United States,Valid HTTPS,1,No
Advisory Commission on Intergovernmental Relations,Broken Root,0,No
Advisory Commission on Intergovernmental Relations,Broken WWW,0,No
Advisory Commission on Intergovernmental Relations,Defaults to HTTPS,0,No
Advisory Commission on Intergovernmental Relations,Downgrades HTTPS,0,No
Advisory Commission on Intergovernmental Relations,HSTS,0,No
Advisory Commission on Intergovernmental Relations,HSTS All Subdomains,0,No
Advisory Commission on Intergovernmental Relations,HSTS Preload Ready,0,No
Advisory Commission on Intergovernmental Relations,HTTPS Bad Chain,1,No
Advisory Commission on Intergovernmental Relations,HTTPS Bad Hostname,0,No
Advisory Commission on Intergovernmental Relations,Live,1,No
Advisory Commission on Intergovernmental Relations,Redirect,1,No
Advisory Commission on Intergovernmental Relations,Strictly Forces HTTPS,0,No
Advisory Commission on Intergovernmental Relations,Valid HTTPS,0,No
Advisory Council on Historic Preservation,Broken Root,0,No
Advisory Council on Historic Preservation,Broken WWW,0,No
Advisory Council on Historic Preservation,Defaults to HTTPS,0,No
Advisory Council on Historic Preservation,Downgrades HTTPS,0,No
Advisory Council on Historic Preservation,HSTS,0,No
Advisory Council on Historic Preservation,HSTS All Subdomains,0,No
Advisory Council on Historic Preservation,HSTS Preload Ready,0,No
Advisory Council on Historic Preservation,HTTPS Bad Chain,0,No
Advisory Council on Historic Preservation,HTTPS Bad Hostname,0,No
Advisory Council on Historic Preservation,Live,2,No
Advisory Council on Historic Preservation,Redirect,0,No
Advisory Council on Historic Preservation,Strictly Forces HTTPS,0,No
Advisory Council on Historic Preservation,Valid HTTPS,0,No
African Development Foundation,Broken Root,0,No
African Development Foundation,Broken WWW,0,No
African Development Foundation,Defaults to HTTPS,0,No
African Development Foundation,Downgrades HTTPS,0,No
African Development Foundation,HSTS,0,No
African Development Foundation,HSTS All Subdomains,0,No
African Development Foundation,HSTS Preload Ready,0,No
African Development Foundation,HTTPS Bad Chain,0,No
African Development Foundation,HTTPS Bad Hostname,0,No
African Development Foundation,Live,2,No
African Development Foundation,Redirect,0,No
African Development Foundation,Strictly Forces HTTPS,0,No
African Development Foundation,Valid HTTPS,0,No
American Battle Monuments Commission,Broken Root,0,No
American Battle Monuments Commission,Broken WWW,0,No
American Battle Monuments Commission,Defaults to HTTPS,0,No
American Battle Monuments Commission,Downgrades HTTPS,0,No
American Battle Monuments Commission,HSTS,0,No
American Battle Monuments Commission,HSTS All Subdomains,0,No
American Battle Monuments Commission,HSTS Preload Ready,0,No
American Battle Monuments Commission,HTTPS Bad Chain,1,No
American Battle Monuments Commission,HTTPS Bad Hostname,0,No
American Battle Monuments Commission,Live,1,No
American Battle Monuments Commission,Redirect,0,No
American Battle Monuments Commission,Strictly Forces HTTPS,0,No
American Battle Monuments Commission,Valid HTTPS,0,No
Appalachian Regional Commission,Broken Root,1,No
Appalachian Regional Commission,Broken WWW,0,No
Appalachian Regional Commission,Defaults to HTTPS,0,No
Appalachian Regional Commission,Downgrades HTTPS,0,No
Appalachian Regional Commission,HSTS,0,No
Appalachian Regional Commission,HSTS All Subdomains,0,No
Appalachian Regional Commission,HSTS Preload Ready,0,No
Appalachian Regional Commission,HTTPS Bad Chain,0,No
Appalachian Regional Commission,HTTPS Bad Hostname,0,No
Appalachian Regional Commission,Live,1,No
Appalachian Regional Commission,Redirect,0,No
Appalachian Regional Commission,Strictly Forces HTTPS,0,No
Appalachian Regional Commission,Valid HTTPS,0,No
Appraisal Subcommittee,Broken Root,0,No
Appraisal Subcommittee,Broken WWW,0,No
Appraisal Subcommittee,Defaults to HTTPS,1,No
Appraisal Subcommittee,Downgrades HTTPS,0,No
Appraisal Subcommittee,HSTS,0,No
Appraisal Subcommittee,HSTS All Subdomains,0,No
Appraisal Subcommittee,HSTS Preload Ready,0,No
Appraisal Subcommittee,HTTPS Bad Chain,0,No
Appraisal Subcommittee,HTTPS Bad Hostname,0,No
Appraisal Subcommittee,Live,1,No
Appraisal Subcommittee,Redirect,0,No
Appraisal Subcommittee,Strictly Forces HTTPS,1,No
Appraisal Subcommittee,Valid HTTPS,1,No
Armed Forces Retirement Home,Broken Root,1,No
Armed Forces Retirement Home,Broken WWW,0,No
Armed Forces Retirement Home,Defaults to HTTPS,1,No
Armed Forces Retirement Home,Downgrades HTTPS,0,No
Armed Forces Retirement Home,HSTS,0,No
Armed Forces Retirement Home,HSTS All Subdomains,0,No
Armed Forces Retirement Home,HSTS Preload Ready,0,No
Armed Forces Retirement Home,HTTPS Bad Chain,0,No
Armed Forces Retirement Home,HTTPS Bad Hostname,0,No
Armed Forces Retirement Home,Live,1,No
Armed Forces Retirement Home,Redirect,0,No
Armed Forces Retirement Home,Strictly Forces HTTPS,1,No
Armed Forces Retirement Home,Valid HTTPS,1,No
Central Intelligence Agency,Broken Root,6,No
Central Intelligence Agency,Broken WWW,2,No
Central Intelligence Agency,Defaults to HTTPS,2,No
Central Intelligence Agency,Downgrades HTTPS,0,No
Central Intelligence Agency,HSTS,0,No
Central Intelligence Agency,HSTS All Subdomains,0,No
Central Intelligence Agency,HSTS Preload Ready,0,No
Central Intelligence Agency,HTTPS Bad Chain,1,No
Central Intelligence Agency,HTTPS Bad Hostname,0,No
Central Intelligence Agency,Live,7,No
Central Intelligence Agency,Redirect,0,No
Central Intelligence Agency,Strictly Forces HTTPS,2,No
Central Intelligence Agency,Valid HTTPS,2,No
Christopher Columbus Fellowship Foundation,Broken Root,0,No
Christopher Columbus Fellowship Foundation,Broken WWW,0,No
Christopher Columbus Fellowship Foundation,Defaults to HTTPS,0,No
Christopher Columbus Fellowship Foundation,Downgrades HTTPS,0,No
Christopher Columbus Fellowship Foundation,HSTS,0,No
Christopher Columbus Fellowship Foundation,HSTS All Subdomains,0,No
Christopher Columbus Fellowship Foundation,HSTS Preload Ready,0,No
Christopher Columbus Fellowship Foundation,HTTPS Bad Chain,0,No
Christopher Columbus Fellowship Foundation,HTTPS Bad Hostname,0,No
Christopher Columbus Fellowship Foundation,Live,1,No
Christopher Columbus Fellowship Foundation,Redirect,0,No
Christopher Columbus Fellowship Foundation,Strictly Forces HTTPS,0,No
Christopher Columbus Fellowship Foundation,Valid HTTPS,1,No
Civil Air Patrol,Broken Root,1,No
Civil Air Patrol,Broken WWW,0,No
Civil Air Patrol,Defaults to HTTPS,0,No
Civil Air Patrol,Downgrades HTTPS,0,No
Civil Air Patrol,HSTS,0,No
Civil Air Patrol,HSTS All Subdomains,0,No
Civil Air Patrol,HSTS Preload Ready,0,No
Civil Air Patrol,HTTPS Bad Chain,0,No
Civil Air Patrol,HTTPS Bad Hostname,0,No
Civil Air Patrol,Live,2,No
Civil Air Patrol,Redirect,0,No
Civil Air Patrol,Strictly Forces HTTPS,0,No
Civil Air Patrol,Valid HTTPS,1,No
Comm for People Who Are Blind/Severly Disabled,Broken Root,1,No
Comm for People Who Are Blind/Severly Disabled,Broken WWW,1,No
Comm for People Who Are Blind/Severly Disabled,Defaults to HTTPS,0,No
Comm for People Who Are Blind/Severly Disabled,Downgrades HTTPS,0,No
Comm for People Who Are Blind/Severly Disabled,HSTS,0,No
Comm for People Who Are Blind/Severly Disabled,HSTS All Subdomains,0,No
Comm for People Who Are Blind/Severly Disabled,HSTS Preload Ready,0,No
Comm for People Who Are Blind/Severly Disabled,HTTPS Bad Chain,0,No
Comm for People Who Are Blind/Severly Disabled,HTTPS Bad Hostname,0,No
Comm for People Who Are Blind/Severly Disabled,Live,2,No
Comm for People Who Are Blind/Severly Disabled,Redirect,0,No
Comm for People Who Are Blind/Severly Disabled,Strictly Forces HTTPS,0,No
Comm for People Who Are Blind/Severly Disabled,Valid HTTPS,0,No
Commodity Futures Trading Commission,Broken Root,1,No
Commodity Futures Trading Commission,Broken WWW,0,No
Commodity Futures Trading Commission,Defaults to HTTPS,0,No
Commodity Futures Trading Commission,Downgrades HTTPS,1,No
Commodity Futures Trading Commission,HSTS,0,No
Commodity Futures Trading Commission,HSTS All Subdomains,0,No
Commodity Futures Trading Commission,HSTS Preload Ready,0,No
Commodity Futures Trading Commission,HTTPS Bad Chain,0,No
Commodity Futures Trading Commission,HTTPS Bad Hostname,0,No
Commodity Futures Trading Commission,Live,2,No
Commodity Futures Trading Commission,Redirect,0,No
Commodity Futures Trading Commission,Strictly Forces HTTPS,0,No
Commodity Futures Trading Commission,Valid HTTPS,1,No
Congressional Office of Compliance,Broken Root,0,No
Congressional Office of Compliance,Broken WWW,0,No
Congressional Office of Compliance,Defaults to HTTPS,0,No
Congressional Office of Compliance,Downgrades HTTPS,0,No
Congressional Office of Compliance,HSTS,0,No
Congressional Office of Compliance,HSTS All Subdomains,0,No
Congressional Office of Compliance,HSTS Preload Ready,0,No
Congressional Office of Compliance,HTTPS Bad Chain,1,No
Congressional Office of Compliance,HTTPS Bad Hostname,0,No
Congressional Office of Compliance,Live,1,No
Congressional Office of Compliance,Redirect,0,No
Congressional Office of Compliance,Strictly Forces HTTPS,0,No
Congressional Office of Compliance,Valid HTTPS,0,No
Consumer Financial Protection Bureau,Broken Root,1,No
Consumer Financial Protection Bureau,Broken WWW,0,No
Consumer Financial Protection Bureau,Defaults to HTTPS,0,No
Consumer Financial Protection Bureau,Downgrades HTTPS,0,No
Consumer Financial Protection Bureau,HSTS,0,No
Consumer Financial Protection Bureau,HSTS All Subdomains,0,No
Consumer Financial Protection Bureau,HSTS Preload Ready,0,No
Consumer Financial Protection Bureau,HTTPS Bad Chain,10,No
Consumer Financial Protection Bureau,HTTPS Bad Hostname,0,No
Consumer Financial Protection Bureau,Live,10,No
Consumer Financial Protection Bureau,Redirect,9,No
Consumer Financial Protection Bureau,Strictly Forces HTTPS,0,No
Consumer Financial Protection Bureau,Valid HTTPS,0,No
Consumer Product Safety Commission,Broken Root,0,No
Consumer Product Safety Commission,Broken WWW,0,No
Consumer Product Safety Commission,Defaults to HTTPS,0,No
Consumer Product Safety Commission,Downgrades HTTPS,1,No
Consumer Product Safety Commission,HSTS,0,No
Consumer Product Safety Commission,HSTS All Subdomains,0,No
Consumer Product Safety Commission,HSTS Preload Ready,0,No
Consumer Product Safety Commission,HTTPS Bad Chain,8,No
Consumer Product Safety Commission,HTTPS Bad Hostname,0,No
Consumer Product Safety Commission,Live,9,No
Consumer Product Safety Commission,Redirect,1,No
Consumer Product Safety Commission,Strictly Forces HTTPS,0,No
Consumer Product Safety Commission,Valid HTTPS,1,No
Corporation for National & Community Service,Broken Root,3,No
Corporation for National & Community Service,Broken WWW,2,No
Corporation for National & Community Service,Defaults to HTTPS,1,No
Corporation for National & Community Service,Downgrades HTTPS,1,No
Corporation for National & Community Service,HSTS,0,No
Corporation for National & Community Service,HSTS All Subdomains,0,No
Corporation for National & Community Service,HSTS Preload Ready,0,No
Corporation for National & Community Service,HTTPS Bad Chain,3,No
Corporation for National & Community Service,HTTPS Bad Hostname,0,No
Corporation for National & Community Service,Live,22,No
Corporation for National & Community Service,Redirect,14,No
Corporation for National & Community Service,Strictly Forces HTTPS,1,No
Corporation for National & Community Service,Valid HTTPS,2,No
Council of Inspector General on Integrity and Efficiency,Broken Root,1,No
Council of Inspector General on Integrity and Efficiency,Broken WWW,0,No
Council of Inspector General on Integrity and Efficiency,Defaults to HTTPS,1,No
Council of Inspector General on Integrity and Efficiency,Downgrades HTTPS,0,No
Council of Inspector General on Integrity and Efficiency,HSTS,0,No
Council of Inspector General on Integrity and Efficiency,HSTS All Subdomains,0,No
Council of Inspector General on Integrity and Efficiency,HSTS Preload Ready,0,No
Council of Inspector General on Integrity and Efficiency,HTTPS Bad Chain,0,No
Council of Inspector General on Integrity and Efficiency,HTTPS Bad Hostname,0,No
Council of Inspector General on Integrity and Efficiency,Live,2,No
Council of Inspector General on Integrity and Efficiency,Redirect,0,No
Council of Inspector General on Integrity and Efficiency,Strictly Forces HTTPS,1,No
Council of Inspector General on Integrity and Efficiency,Valid HTTPS,1,No
Court Services and Offender Supervision,Broken Root,1,No
Court Services and Offender Supervision,Broken WWW,0,No
Court Services and Offender Supervision,Defaults to HTTPS,0,No
Court Services and Offender Supervision,Downgrades HTTPS,0,No
Court Services and Offender Supervision,HSTS,0,No
Court Services and Offender Supervision,HSTS All Subdomains,0,No
Court Services and Offender Supervision,HSTS Preload Ready,0,No
Court Services and Offender Supervision,HTTPS Bad Chain,0,No
Court Services and Offender Supervision,HTTPS Bad Hostname,0,No
Court Services and Offender Supervision,Live,5,No
Court Services and Offender Supervision,Redirect,0,No
Court Services and Offender Supervision,Strictly Forces HTTPS,0,No
Court Services and Offender Supervision,Valid HTTPS,0,No
Defense Nuclear Facilities Safety Board,Broken Root,1,No
Defense Nuclear Facilities Safety Board,Broken WWW,0,No
Defense Nuclear Facilities Safety Board,Defaults to HTTPS,0,No
Defense Nuclear Facilities Safety Board,Downgrades HTTPS,0,No
Defense Nuclear Facilities Safety Board,HSTS,0,No
Defense Nuclear Facilities Safety Board,HSTS All Subdomains,0,No
Defense Nuclear Facilities Safety Board,HSTS Preload Ready,0,No
Defense Nuclear Facilities Safety Board,HTTPS Bad Chain,1,No
Defense Nuclear Facilities Safety Board,HTTPS Bad Hostname,0,No
Defense Nuclear Facilities Safety Board,Live,1,No
Defense Nuclear Facilities Safety Board,Redirect,0,No
Defense Nuclear Facilities Safety Board,Strictly Forces HTTPS,0,No
Defense Nuclear Facilities Safety Board,Valid HTTPS,0,No
Delta Regional Authority,Broken Root,0,No
Delta Regional Authority,Broken WWW,0,No
Delta Regional Authority,Defaults to HTTPS,0,No
Delta Regional Authority,Downgrades HTTPS,0,No
Delta Regional Authority,HSTS,0,No
Delta Regional Authority,HSTS All Subdomains,0,No
Delta Regional Authority,HSTS Preload Ready,0,No
Delta Regional Authority,HTTPS Bad Chain,0,No
Delta Regional Authority,HTTPS Bad Hostname,0,No
Delta Regional Authority,Live,1,No
Delta Regional Authority,Redirect,0,No
Delta Regional Authority,Strictly Forces HTTPS,0,No
Delta Regional Authority,Valid HTTPS,0,No
Denali Commission,Broken Root,0,No
Denali Commission,Broken WWW,0,No
Denali Commission,Defaults to HTTPS,0,No
Denali Commission,Downgrades HTTPS,0,No
Denali Commission,HSTS,0,No
Denali Commission,HSTS All Subdomains,0,No
Denali Commission,HSTS Preload Ready,0,No
Denali Commission,HTTPS Bad Chain,1,No
Denali Commission,HTTPS Bad Hostname,0,No
Denali Commission,Live,1,No
Denali Commission,Redirect,0,No
Denali Commission,Strictly Forces HTTPS,0,No
Denali Commission,Valid HTTPS,0,No
Department of Agriculture,Broken Root,15,No
Department of Agriculture,Broken WWW,1,No
Department of Agriculture,Defaults to HTTPS,7,No
Department of Agriculture,Downgrades HTTPS,6,No
Department of Agriculture,HSTS,0,No
Department of Agriculture,HSTS All Subdomains,0,No
Department of Agriculture,HSTS Preload Ready,0,No
Department of Agriculture,HTTPS Bad Chain,24,No
Department of Agriculture,HTTPS Bad Hostname,0,No
Department of Agriculture,Live,52,No
Department of Agriculture,Redirect,10,No
Department of Agriculture,Strictly Forces HTTPS,7,No
Department of Agriculture,Valid HTTPS,10,No
Department of Commerce,Broken Root,8,No
Department of Commerce,Broken WWW,1,No
Department of Commerce,Defaults to HTTPS,1,No
Department of Commerce,Downgrades HTTPS,3,No
Department of Commerce,HSTS,0,No
Department of Commerce,HSTS All Subdomains,0,No
Department of Commerce,HSTS Preload Ready,0,No
Department of Commerce,HTTPS Bad Chain,13,No
Department of Commerce,HTTPS Bad Hostname,0,No
Department of Commerce,Live,54,No
Department of Commerce,Redirect,11,No
Department of Commerce,Strictly Forces HTTPS,0,No
Department of Commerce,Valid HTTPS,8,No
Department of Defense,Broken Root,19,No
Department of Defense,Broken WWW,4,No
Department of Defense,Defaults to HTTPS,5,No
Department of Defense,Downgrades HTTPS,3,No
Department of Defense,HSTS,1,No
Department of Defense,HSTS All Subdomains,0,No
Department of Defense,HSTS Preload Ready,0,No
Department of Defense,HTTPS Bad Chain,5,No
Department of Defense,HTTPS Bad Hostname,0,No
Department of Defense,Live,28,No
Department of Defense,Redirect,1,No
Department of Defense,Strictly Forces HTTPS,7,No
Department of Defense,Valid HTTPS,8,No
Department of Education,Broken Root,1,No
Department of Education,Broken WWW,0,No
Department of Education,Defaults to HTTPS,3,No
Department of Education,Downgrades HTTPS,1,No
Department of Education,HSTS,1,No
Department of Education,HSTS All Subdomains,1,No
Department of Education,HSTS Preload Ready,1,No
Department of Education,HTTPS Bad Chain,3,No
Department of Education,HTTPS Bad Hostname,0,No
Department of Education,Live,16,No
Department of Education,Redirect,6,No
Department of Education,Strictly Forces HTTPS,3,No
Department of Education,Valid HTTPS,6,No
Department of Energy,Broken Root,19,No
Department of Energy,Broken WWW,5,No
Department of Energy,Defaults to HTTPS,7,No
Department of Energy,Downgrades HTTPS,5,No
Department of Energy,HSTS,0,No
Department of Energy,HSTS All Subdomains,0,No
Department of Energy,HSTS Preload Ready,0,No
Department of Energy,HTTPS Bad Chain,16,No
Department of Energy,HTTPS Bad Hostname,0,No
Department of Energy,Live,61,No
Department of Energy,Redirect,11,No
Department of Energy,Strictly Forces HTTPS,8,No
Department of Energy,Valid HTTPS,24,No
Department of Health And Human Services,Broken Root,14,No
Department of Health And Human Services,Broken WWW,2,No
Department of Health And Human Services,Defaults to HTTPS,12,No
Department of Health And Human Services,Downgrades HTTPS,2,No
Department of Health And Human Services,HSTS,4,No
Department of Health And Human Services,HSTS All Subdomains,2,No
Department of Health And Human Services,HSTS Preload Ready,2,No
Department of Health And Human Services,HTTPS Bad Chain,50,No
Department of Health And Human Services,HTTPS Bad Hostname,0,No
Department of Health And Human Services,Live,116,No
Department of Health And Human Services,Redirect,36,No
Department of Health And Human Services,Strictly Forces HTTPS,15,No
Department of Health And Human Services,Valid HTTPS,31,No
Department of Homeland Security,Broken Root,5,No
Department of Homeland Security,Broken WWW,1,No
Department of Homeland Security,Defaults to HTTPS,8,No
Department of Homeland Security,Downgrades HTTPS,9,No
Department of Homeland Security,HSTS,0,No
Department of Homeland Security,HSTS All Subdomains,0,No
Department of Homeland Security,HSTS Preload Ready,0,No
Department of Homeland Security,HTTPS Bad Chain,11,No
Department of Homeland Security,HTTPS Bad Hostname,0,No
Department of Homeland Security,Live,28,No
Department of Homeland Security,Redirect,7,No
Department of Homeland Security,Strictly Forces HTTPS,6,No
Department of Homeland Security,Valid HTTPS,14,No
Department of Housing And Urban Development,Broken Root,10,No
Department of Housing And Urban Development,Broken WWW,10,No
Department of Housing And Urban Development,Defaults to HTTPS,0,No
Department of Housing And Urban Development,Downgrades HTTPS,0,No
Department of Housing And Urban Development,HSTS,0,No
Department of Housing And Urban Development,HSTS All Subdomains,0,No
Department of Housing And Urban Development,HSTS Preload Ready,0,No
Department of Housing And Urban Development,HTTPS Bad Chain,0,No
Department of Housing And Urban Development,HTTPS Bad Hostname,0,No
Department of Housing And Urban Development,Live,0,No
Department of Housing And Urban Development,Redirect,0,No
Department of Housing And Urban Development,Strictly Forces HTTPS,0,No
Department of Housing And Urban Development,Valid HTTPS,0,No
Department of Justice,Broken Root,33,No
Department of Justice,Broken WWW,30,No
Department of Justice,Defaults to HTTPS,7,No
Department of Justice,Downgrades HTTPS,3,No
Department of Justice,HSTS,0,No
Department of Justice,HSTS All Subdomains,0,No
Department of Justice,HSTS Preload Ready,0,No
Department of Justice,HTTPS Bad Chain,5,No
Department of Justice,HTTPS Bad Hostname,0,No
Department of Justice,Live,37,No
Department of Justice,Redirect,10,No
Department of Justice,Strictly Forces HTTPS,6,No
Department of Justice,Valid HTTPS,10,No
Department of Labor,Broken Root,7,No
Department of Labor,Broken WWW,6,No
Department of Labor,Defaults to HTTPS,2,No
Department of Labor,Downgrades HTTPS,2,No
Department of Labor,HSTS,0,No
Department of Labor,HSTS All Subdomains,0,No
Department of Labor,HSTS Preload Ready,0,No
Department of Labor,HTTPS Bad Chain,8,No
Department of Labor,HTTPS Bad Hostname,0,No
Department of Labor,Live,14,No
Department of Labor,Redirect,3,No
Department of Labor,Strictly Forces HTTPS,1,No
Department of Labor,Valid HTTPS,4,No
Department of State,Broken Root,1,No
Department of State,Broken WWW,0,No
Department of State,Defaults to HTTPS,4,No
Department of State,Downgrades HTTPS,0,No
Department of State,HSTS,0,No
Department of State,HSTS All Subdomains,0,No
Department of State,HSTS Preload Ready,0,No
Department of State,HTTPS Bad Chain,11,No
Department of State,HTTPS Bad Hostname,0,No
Department of State,Live,22,No
Department of State,Redirect,0,No
Department of State,Strictly Forces HTTPS,2,No
Department of State,Valid HTTPS,5,No
Department of Transportation,Broken Root,15,No
Department of Transportation,Broken WWW,1,No
Department of Transportation,Defaults to HTTPS,3,No
Department of Transportation,Downgrades HTTPS,6,No
Department of Transportation,HSTS,0,No
Department of Transportation,HSTS All Subdomains,0,No
Department of Transportation,HSTS Preload Ready,0,No
Department of Transportation,HTTPS Bad Chain,16,No
Department of Transportation,HTTPS Bad Hostname,0,No
Department of Transportation,Live,33,No
Department of Transportation,Redirect,5,No
Department of Transportation,Strictly Forces HTTPS,3,No
Department of Transportation,Valid HTTPS,8,No
Department of Veterans Affairs,Broken Root,3,No
Department of Veterans Affairs,Broken WWW,0,No
Department of Veterans Affairs,Defaults to HTTPS,1,No
Department of Veterans Affairs,Downgrades HTTPS,0,No
Department of Veterans Affairs,HSTS,0,No
Department of Veterans Affairs,HSTS All Subdomains,0,No
Department of Veterans Affairs,HSTS Preload Ready,0,No
Department of Veterans Affairs,HTTPS Bad Chain,2,No
Department of Veterans Affairs,HTTPS Bad Hostname,0,No
Department of Veterans Affairs,Live,9,No
Department of Veterans Affairs,Redirect,3,No
Department of Veterans Affairs,Strictly Forces HTTPS,2,No
Department of Veterans Affairs,Valid HTTPS,2,No
Department of the Interior,Broken Root,25,No
Department of the Interior,Broken WWW,1,No
Department of the Interior,Defaults to HTTPS,4,No
Department of the Interior,Downgrades HTTPS,3,No
Department of the Interior,HSTS,0,No
Department of the Interior,HSTS All Subdomains,0,No
Department of the Interior,HSTS Preload Ready,0,No
Department of the Interior,HTTPS Bad Chain,31,No
Department of the Interior,HTTPS Bad Hostname,0,No
