Domain,Canonical,Live,Redirect,Redirect To,Valid HTTPS,Defaults to HTTPS,Downgrades HTTPS,Strictly Forces HTTPS,HTTPS Bad Chain,HTTPS Bad Hostname,HSTS,HSTS Header,HSTS All Subdomains,HSTS Preload Ready,Broken Root,Broken WWW
centennialco.gov,http://www.centennialco.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
centerco.gov,http://www.centerco.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
centervilleohio.gov,http://centervilleohio.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
centervilletx.gov,http://centervilletx.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
central-la.gov,http://central-la.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
centralpointoregon.gov,http://www.centralpointoregon.gov,True,True,,False,False,False,False,False,False,False,,False,False,True,False
centreville-md.gov,http://centreville-md.gov,False,False,,False,False,False,False,False,False,False,,False,False,True,True
ceresco-ne.gov,http://ceresco-ne.gov,False,False,,False,False,False,False,False,False,False,,False,False,True,True
cgaz.gov,http://cgaz.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
chaddsfordpa.gov,http://chaddsfordpa.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
chambersburgpa.gov,http://chambersburgpa.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
chambleega.gov,http://chambleega.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
charleston-sc.gov,http://charleston-sc.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
charlestonwv.gov,http://www.charlestonwv.gov,True,True,http://www.cityofcharleston.org/,False,False,False,False,False,False,False,,False,False,False,False
charlestown-nh.gov,http://www.charlestown-nh.gov,True,False,,False,False,False,False,True,False,False,,False,False,True,False
charlottenc.gov,http://www.charlottenc.gov,True,True,http://charmeck.org/city/charlotte/pages/default.aspx,False,False,False,False,False,False,False,,False,False,False,False
charlottesvilleva.gov,http://charlottesvilleva.gov,True,False,,False,False,True,False,True,False,False,,False,False,False,False
chatham-ma.gov,http://chatham-ma.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
chatham-va.gov,http://chatham-va.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
chathamtownship-nj.gov,http://chathamtownship-nj.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
chatsworthga.gov,http://www.chatsworthga.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
chattanooga.gov,http://www.chattanooga.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
chelseama.gov,http://chelseama.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
chesapeakecity-md.gov,http://www.chesapeakecity-md.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
cheshire-ma.gov,http://www.cheshire-ma.gov,True,True,http://www.cheshire-ma.com/,False,False,False,False,False,False,False,,False,False,False,False
chester-ny.gov,http://www.chester-ny.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
chestnuthilltwp-pa.gov,http://www.chestnuthilltwp-pa.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
cheverly-md.gov,http://cheverly-md.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
chevychasevillagemd.gov,http://chevychasevillagemd.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
chicoca.gov,http://www.chicoca.gov,True,True,http://www.ci.chico.ca.us/,False,False,False,False,True,False,False,,False,False,False,False
chicopeema.gov,https://www.chicopeema.gov,True,False,,True,True,False,True,False,False,False,,False,False,False,False
chilmarkma.gov,http://chilmarkma.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
chinagrovenc.gov,http://chinagrovenc.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
chincoteague-va.gov,http://chincoteague-va.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
chippewafalls-wi.gov,http://chippewafalls-wi.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
chowancounty-nc.gov,http://www.chowancounty-nc.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
churchhilltn.gov,http://churchhilltn.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
cibolotx.gov,http://cibolotx.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
cincinnati-oh.gov,http://www.cincinnati-oh.gov,True,False,,True,False,True,False,False,False,False,,False,False,False,False
cincinnatiohio.gov,http://cincinnatiohio.gov,False,False,,False,False,False,False,False,False,False,,False,False,True,True
citykankakee-il.gov,http://citykankakee-il.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
cityofadams-wi.gov,http://cityofadams-wi.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
cityofaikensc.gov,http://www.cityofaikensc.gov,True,False,,True,False,False,False,False,False,False,,False,False,False,False
cityofalamedaca.gov,http://cityofalamedaca.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
cityofalbionmi.gov,http://www.cityofalbionmi.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
cityofalcoa-tn.gov,http://www.cityofalcoa-tn.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
cityofalgoodtn.gov,http://cityofalgoodtn.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
cityofalmaga.gov,http://cityofalmaga.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
cityofbakerla.gov,http://cityofbakerla.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
cityofbeloitwi.gov,http://www.cityofbeloitwi.gov,True,True,,False,False,False,False,True,False,False,,False,False,False,False
cityofbentonharbormi.gov,http://www.cityofbentonharbormi.gov,True,True,,False,False,False,False,False,False,False,,False,False,False,False
cityofblueridgega.gov,http://cityofblueridgega.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
cityofbowiemd.gov,http://cityofbowiemd.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
cityofbowmanga.gov,http://www.cityofbowmanga.gov,True,True,,False,False,False,False,True,False,False,,False,False,True,False
cityofbrunswick-ga.gov,http://www.cityofbrunswick-ga.gov,True,True,http://www.brunswickga.org/,False,False,False,False,False,False,False,,False,False,False,False
cityofcanalfulton-oh.gov,http://cityofcanalfulton-oh.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
cityofcayce-sc.gov,http://cityofcayce-sc.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
cityofchetek-wi.gov,http://cityofchetek-wi.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
cityofchoteau-mt.gov,http://cityofchoteau-mt.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
cityofconway-ar.gov,http://www.cityofconway-ar.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
cityofcoweta-ok.gov,http://cityofcoweta-ok.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
cityofcrisfield-md.gov,http://www.cityofcrisfield-md.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
cityofcudahyca.gov,http://cityofcudahyca.gov,False,False,,False,False,False,False,False,False,False,,False,False,True,True
cityofdalton-ga.gov,http://www.cityofdalton-ga.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
cityofdouglasga.gov,http://cityofdouglasga.gov,False,False,,False,False,False,False,False,False,False,,False,False,True,True
cityofdoveridaho.gov,http://cityofdoveridaho.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
cityofdunbarwv.gov,http://cityofdunbarwv.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
cityofdupontwa.gov,http://cityofdupontwa.gov,False,False,,False,False,False,False,False,False,False,,False,False,True,True
cityofenglewood-nj.gov,http://cityofenglewood-nj.gov,False,False,,False,False,False,False,False,False,False,,False,False,True,True
cityofeudoraks.gov,http://cityofeudoraks.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
cityoffairfax-mn.gov,http://www.cityoffairfax-mn.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
cityoffarmersville-ca.gov,http://cityoffarmersville-ca.gov,True,False,,True,False,False,False,False,False,False,,False,False,False,False
cityoffarmington-ar.gov,http://cityoffarmington-ar.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
cityoffolkston-ga.gov,http://cityoffolkston-ga.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
cityoffortoglethorpega.gov,http://cityoffortoglethorpega.gov,False,False,,False,False,False,False,False,False,False,,False,False,True,True
cityofgaffney-sc.gov,http://www.cityofgaffney-sc.gov,True,True,http://www.getintogaffney.com/,False,False,False,False,False,False,False,,False,False,False,False
cityofgalenapark-tx.gov,http://cityofgalenapark-tx.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
cityofgravette-ar.gov,http://www.cityofgravette-ar.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
cityofgunnison-co.gov,http://cityofgunnison-co.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
cityofhampton-ga.gov,http://www.cityofhampton-ga.gov,True,False,,True,False,False,False,False,False,False,,False,False,False,False
cityofharrison-mi.gov,http://cityofharrison-mi.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
cityofhaywardwi.gov,http://cityofhaywardwi.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
cityofhiramga.gov,http://cityofhiramga.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
cityofhokah-mn.gov,http://cityofhokah-mn.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
cityofhomer-ak.gov,http://www.cityofhomer-ak.gov,True,True,,False,False,False,False,False,False,False,,False,False,False,False
cityofhumble-tx.gov,http://cityofhumble-tx.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
cityofhumbletx.gov,http://cityofhumbletx.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
cityofkeywest-fl.gov,http://www.cityofkeywest-fl.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
cityofkingman.gov,http://www.cityofkingman.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
cityofkingsburg-ca.gov,http://cityofkingsburg-ca.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
cityoflacrescent-mn.gov,http://www.cityoflacrescent-mn.gov,True,False,,True,False,False,False,False,False,False,,False,False,False,False
cityoflagrangemo.gov,http://cityoflagrangemo.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
cityoflahabra-ca.gov,http://cityoflahabra-ca.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
cityoflenexa-ks.gov,http://www.cityoflenexa-ks.gov,True,True,http://www.lenexa.com/main/vision_index.html,False,False,False,False,False,False,False,,False,False,False,False
cityoflenexaks.gov,http://www.cityoflenexaks.gov,True,True,http://www.lenexa.com/main/vision_index.html,False,False,False,False,False,False,False,,False,False,False,False
cityoflincoln-il.gov,http://cityoflincoln-il.gov,False,False,,False,False,False,False,False,False,False,,False,False,True,True
cityoflindaletx.gov,http://www.cityoflindaletx.gov,True,True,http://www.lindaletx.gov/,False,False,False,False,False,False,False,,False,False,False,False
cityoflisbon-ia.gov,http://www.cityoflisbon-ia.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
cityoflubbocktx.gov,http://www.cityoflubbocktx.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
cityofmacon-mo.gov,http://cityofmacon-mo.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
cityofmarionil.gov,http://cityofmarionil.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
