Domain,Base Domain,SSLv2,SSLv3,TLSv1.0,TLSv1.1,TLSv1.2,Any Forward Secrecy,All Forward Secrecy,Weakest DH Group Size,Any RC4,All RC4,OCSP Stapling,Key Type,Key Length,Signature Algorithm,SHA-1 in Served Chain,Not Before,Not After,Highest Served Issuer,Errors
ncirc.gov,ncirc.gov,False,False,True,True,True,True,False,,False,False,False,rsaEncryption,2048,sha1WithRSAEncryption,True,2014-07-17 00:00:00+00:00,2015-10-14 12:00:00+00:00,DigiCert High Assurance EV Root CA,
ncjrs.gov,ncjrs.gov,False,False,True,True,True,True,False,1024,False,False,False,rsaEncryption,2048,sha256WithRSAEncryption,True,2013-10-22 12:00:01+00:00,2015-11-03 12:00:00+00:00,DigiCert High Assurance EV Root CA,
ncpc.gov,ncpc.gov,False,False,True,True,True,True,False,2048,False,False,False,rsaEncryption,2048,sha256WithRSAEncryption,False,2015-04-24 23:19:34+00:00,2016-04-25 11:56:57+00:00,Entrust Root Certification Authority,
ncpw.gov,ncpw.gov,False,False,True,True,True,True,False,,False,False,False,rsaEncryption,2048,sha256WithRSAEncryption,False,2015-09-17 00:00:00+00:00,2016-11-15 23:59:59+00:00,GeoTrust Global CA,
nemi.gov,nemi.gov,False,False,True,True,True,False,False,,False,False,False,rsaEncryption,2048,sha256WithRSAEncryption,True,2014-12-23 00:00:00+00:00,2016-04-14 12:00:00+00:00,DigiCert High Assurance EV Root CA,
newmoney.gov,newmoney.gov,False,False,True,True,True,True,False,,True,False,False,rsaEncryption,2048,sha256WithRSAEncryption,False,2015-09-08 00:00:00+00:00,2016-11-06 23:59:59+00:00,GeoTrust Global CA,
nfpors.gov,nfpors.gov,False,True,True,False,False,True,False,,True,False,True,rsaEncryption,2048,sha256WithRSAEncryption,False,2014-12-19 00:00:00+00:00,2016-01-06 12:00:00+00:00,DigiCert High Assurance EV Root CA,
nga.gov,nga.gov,False,False,True,True,True,True,False,2048,True,False,False,rsaEncryption,2048,sha1WithRSAEncryption,True,2013-01-23 01:49:01+00:00,2017-01-25 19:10:34+00:00,GeoTrust Global CA,
nic.gov,nic.gov,False,False,True,True,True,True,False,1024,True,False,False,rsaEncryption,2048,sha256WithRSAEncryption,True,2015-01-09 00:00:00+00:00,2017-01-07 23:59:59+00:00,Class 3 Public Primary Certification Authority,
niem.gov,niem.gov,False,False,True,True,True,True,False,,False,False,False,rsaEncryption,2048,sha256WithRSAEncryption,True,2015-02-23 00:00:00+00:00,2016-02-23 23:59:59+00:00,Class 3 Public Primary Certification Authority,
nifc.gov,nifc.gov,False,False,True,False,False,False,False,,True,False,False,rsaEncryption,2048,sha1WithRSAEncryption,True,2015-04-13 00:00:00+00:00,2016-12-31 23:59:59+00:00,VeriSign Class 3 Secure Server CA - G3,
nihseniorhealth.gov,nihseniorhealth.gov,False,False,True,True,True,True,False,1024,False,False,False,rsaEncryption,2048,sha256WithRSAEncryption,True,2015-08-19 00:00:00+00:00,2016-12-01 12:00:00+00:00,DigiCert High Assurance EV Root CA,
nist.gov,nist.gov,False,False,False,False,True,True,False,2048,False,False,False,rsaEncryption,2048,sha256WithRSAEncryption,True,2015-04-08 00:00:00+00:00,2016-04-09 23:59:59+00:00,Class 3 Public Primary Certification Authority,
nitrd.gov,nitrd.gov,False,False,True,True,True,True,False,,False,False,,,,,,,,,_nassl.OpenSSLError - error:27069065:OCSP routines:OCSP_basic_verify:certificate verify error
nlrb.gov,nlrb.gov,False,False,True,False,False,True,False,,False,False,True,rsaEncryption,2048,sha256WithRSAEncryption,False,2015-04-21 00:00:00+00:00,2016-05-14 23:59:59+00:00,VeriSign Class 3 Public Primary Certification Authority - G5,
nmb.gov,nmb.gov,False,True,True,True,True,True,False,,True,False,False,rsaEncryption,2048,sha256WithRSAEncryption,False,2014-04-01 12:33:21+00:00,2015-04-01 12:33:21+00:00,Go Daddy Secure Certificate Authority - G2,
nnlm.gov,nnlm.gov,False,False,True,True,True,True,False,2048,False,False,False,rsaEncryption,2048,sha256WithRSAEncryption,True,2015-04-28 15:23:39+00:00,2016-07-30 14:56:46+00:00,Equifax Secure Certificate Authority,
nolaenvironmental.gov,nolaenvironmental.gov,False,False,True,True,True,False,False,,False,False,False,rsaEncryption,2048,sha256WithRSAEncryption,True,2015-01-20 00:00:00+00:00,2016-01-27 12:00:00+00:00,DigiCert High Assurance EV Root CA,
notalone.gov,notalone.gov,False,False,True,True,True,True,False,1024,True,False,False,rsaEncryption,2048,sha256WithRSAEncryption,True,2015-04-30 00:00:00+00:00,2016-04-30 23:59:59+00:00,Class 3 Public Primary Certification Authority,
nps.gov,nps.gov,False,False,True,True,True,True,False,,False,False,False,rsaEncryption,2048,sha1WithRSAEncryption,True,2015-06-19 16:52:07+00:00,2016-06-19 16:52:05+00:00,GTE CyberTrust Global Root,
nrd.gov,nrd.gov,False,False,True,True,True,True,False,,True,False,False,rsaEncryption,2048,sha256WithRSAEncryption,False,2015-02-18 00:00:00+00:00,2016-02-19 23:59:59+00:00,VeriSign Class 3 Public Primary Certification Authority - G5,
nrel.gov,nrel.gov,False,False,True,True,True,False,False,,False,False,False,rsaEncryption,2048,sha256WithRSAEncryption,True,2014-04-10 00:00:00+00:00,2017-04-14 12:00:00+00:00,DigiCert High Assurance EV Root CA,
nsa.gov,nsa.gov,False,False,True,True,True,True,False,,False,False,False,rsaEncryption,2048,sha256WithRSAEncryption,False,2015-02-05 05:37:02+00:00,2016-02-08 21:14:42+00:00,GeoTrust Global CA,
nsf.gov,nsf.gov,False,False,True,True,True,True,False,1024,False,False,False,rsaEncryption,2048,sha256WithRSAEncryption,False,2015-09-10 00:00:00+00:00,2016-09-13 23:59:59+00:00,VeriSign Class 3 Public Primary Certification Authority - G5,
nsopw.gov,nsopw.gov,False,False,True,True,True,True,False,,False,False,False,rsaEncryption,2048,sha256WithRSAEncryption,False,2015-06-24 00:00:00+00:00,2018-09-21 12:00:00+00:00,DigiCert High Assurance EV Root CA,
ntdprogram.gov,ntdprogram.gov,False,False,True,True,True,True,False,4096,False,False,False,rsaEncryption,4096,sha256WithRSAEncryption,True,2014-10-10 00:00:00+00:00,2016-10-20 23:59:59+00:00,Class 3 Public Primary Certification Authority,
ntis.gov,ntis.gov,True,True,True,False,False,True,False,,True,False,True,rsaEncryption,2048,sha256WithRSAEncryption,False,2015-06-19 14:43:24+00:00,2016-06-20 09:10:15+00:00,Entrust Root Certification Authority,
nutrition.gov,nutrition.gov,False,False,True,True,True,True,False,1024,False,False,False,rsaEncryption,2048,sha256WithRSAEncryption,True,2015-03-11 16:57:38+00:00,2016-03-11 16:57:38+00:00,Go Daddy Class 2 Certification Authority,
nwbc.gov,nwbc.gov,False,False,True,False,False,True,False,1024,False,False,False,rsaEncryption,2048,sha256WithRSAEncryption,True,2014-11-12 00:00:00+00:00,2018-11-12 23:59:59+00:00,Class 3 Public Primary Certification Authority,
oea.gov,oea.gov,False,True,True,True,True,True,False,1024,True,False,False,rsaEncryption,2048,sha1WithRSAEncryption,True,2014-04-15 19:59:58+00:00,2017-04-15 19:59:58+00:00,DOD CA-27,
ofda.gov,ofda.gov,True,True,True,False,False,True,False,,True,False,True,rsaEncryption,2048,sha256WithRSAEncryption,False,2014-06-23 00:00:00+00:00,2017-09-18 12:00:00+00:00,DigiCert Global Root CA,
omb.gov,omb.gov,False,False,True,True,True,True,False,,False,False,False,rsaEncryption,2048,sha256WithRSAEncryption,False,2015-06-09 02:58:16+00:00,2016-04-16 17:25:42+00:00,GeoTrust Global CA,
omblog.gov,omblog.gov,False,False,True,True,True,True,False,,False,False,False,rsaEncryption,2048,sha1WithRSAEncryption,True,2015-06-19 16:52:07+00:00,2016-06-19 16:52:05+00:00,GTE CyberTrust Global Root,
ondcp.gov,ondcp.gov,False,False,True,True,True,True,False,,False,False,False,rsaEncryption,2048,sha256WithRSAEncryption,False,2015-06-09 02:58:16+00:00,2016-04-16 17:25:42+00:00,GeoTrust Global CA,
onguardonline.gov,onguardonline.gov,False,False,True,True,True,True,False,,False,False,False,rsaEncryption,2048,sha256WithRSAEncryption,False,2015-09-17 00:00:00+00:00,2016-11-15 23:59:59+00:00,GeoTrust Global CA,
opensource.gov,opensource.gov,False,False,True,True,True,True,False,2048,False,False,False,rsaEncryption,2048,sha256WithRSAEncryption,True,2015-07-02 00:00:00+00:00,2016-07-01 23:59:59+00:00,GeoTrust Global CA,
opic.gov,opic.gov,False,False,True,True,True,True,False,2048,False,False,False,rsaEncryption,2048,sha256WithRSAEncryption,False,2015-02-24 00:00:00+00:00,2018-06-27 12:00:00+00:00,DigiCert High Assurance EV Root CA,
opm.gov,opm.gov,False,False,True,True,True,True,False,,False,False,False,rsaEncryption,2048,sha256WithRSAEncryption,False,2015-08-28 00:00:00+00:00,2016-11-26 23:59:59+00:00,GeoTrust Global CA,
orau.gov,orau.gov,False,False,True,True,True,True,False,,False,False,True,rsaEncryption,2048,sha256WithRSAEncryption,False,2014-04-24 00:00:00+00:00,2017-04-28 12:00:00+00:00,DigiCert High Assurance EV Root CA,
ornl.gov,ornl.gov,False,False,True,True,True,True,False,,False,False,False,rsaEncryption,2048,sha256WithRSAEncryption,False,2015-07-17 00:00:00+00:00,2018-07-16 23:59:59+00:00,thawte Primary Root CA - G3,
osac.gov,osac.gov,False,True,True,False,False,True,False,,True,False,True,rsaEncryption,2048,sha256WithRSAEncryption,False,2014-09-12 00:00:00+00:00,2017-10-25 12:00:00+00:00,DigiCert Global Root CA,
osc.gov,osc.gov,False,False,True,True,True,True,False,,False,False,,,,,,,,,_nassl.OpenSSLError - error:27069065:OCSP routines:OCSP_basic_verify:certificate verify error
osha.gov,osha.gov,False,False,True,True,True,True,False,,True,False,False,rsaEncryption,2048,sha256WithRSAEncryption,False,2015-08-25 00:00:00+00:00,2016-08-24 23:59:59+00:00,GeoTrust Global CA,
osti.gov,osti.gov,False,False,False,False,True,True,True,1024,False,False,,,,,,,,,socket.timeout - timed out
ostp.gov,ostp.gov,False,False,True,True,True,True,False,,False,False,False,rsaEncryption,2048,sha256WithRSAEncryption,False,2015-06-09 02:58:16+00:00,2016-04-16 17:25:42+00:00,GeoTrust Global CA,
ovcttac.gov,ovcttac.gov,False,False,True,True,True,True,False,,True,False,True,rsaEncryption,2048,sha256WithRSAEncryption,False,2014-10-07 00:00:00+00:00,2015-10-30 12:00:00+00:00,DigiCert Global Root CA,
pacer.gov,pacer.gov,False,False,True,True,True,True,False,,False,False,False,rsaEncryption,2048,sha256WithRSAEncryption,True,2015-04-17 00:00:00+00:00,2016-05-09 23:59:59+00:00,Class 3 Public Primary Certification Authority,
partner4solutions.gov,partner4solutions.gov,False,False,True,True,True,True,False,,False,False,False,rsaEncryption,2048,sha256WithRSAEncryption,False,2015-09-11 00:00:00+00:00,2016-09-10 23:59:59+00:00,GeoTrust Global CA,
pay.gov,pay.gov,False,True,True,True,True,True,False,,False,False,False,rsaEncryption,2048,sha256WithRSAEncryption,True,2015-05-28 14:58:43+00:00,2018-05-29 06:16:02+00:00,Entrust.net Certification Authority (2048),
paymentaccuracy.gov,paymentaccuracy.gov,False,False,True,True,True,True,False,1024,True,False,False,rsaEncryption,2048,sha256WithRSAEncryption,False,2015-04-08 21:36:29+00:00,2016-09-27 05:44:32+00:00,Entrust Root Certification Authority,
pbgc.gov,pbgc.gov,False,True,True,False,False,True,False,,True,False,True,rsaEncryption,2048,sha256WithRSAEncryption,False,2015-08-30 13:35:56+00:00,2016-10-01 05:58:51+00:00,GeoTrust Global CA,
pclob.gov,pclob.gov,False,False,True,True,True,True,False,,False,False,False,rsaEncryption,2048,sha256WithRSAEncryption,False,2015-02-18 22:45:31+00:00,2016-02-22 08:02:08+00:00,GeoTrust Global CA,
peacecorps.gov,peacecorps.gov,False,True,True,False,False,True,False,1024,True,False,False,rsaEncryption,2048,sha1WithRSAEncryption,True,2013-01-07 00:00:00+00:00,2016-04-11 12:00:00+00:00,DigiCert High Assurance EV Root CA,
pic.gov,pic.gov,True,True,True,False,False,True,False,,True,False,False,rsaEncryption,2048,sha256WithRSAEncryption,False,2015-02-12 00:00:00+00:00,2015-11-20 23:59:59+00:00,VeriSign Class 3 Public Primary Certification Authority - G5,
pmf.gov,pmf.gov,False,False,True,True,True,True,False,,False,False,False,rsaEncryption,2048,sha256WithRSAEncryption,False,2015-08-28 00:00:00+00:00,2016-11-26 23:59:59+00:00,GeoTrust Global CA,
pnl.gov,pnl.gov,False,False,True,True,True,False,False,,False,False,False,rsaEncryption,2048,sha256WithRSAEncryption,True,2015-08-04 18:37:14+00:00,2018-09-08 22:26:51+00:00,Entrust Root Certification Authority,
pnnl.gov,pnnl.gov,False,False,True,True,True,True,False,,False,False,False,rsaEncryption,2048,sha256WithRSAEncryption,True,2015-08-04 18:37:14+00:00,2018-09-08 22:26:51+00:00,Entrust Root Certification Authority,
ppirs.gov,ppirs.gov,False,False,True,True,False,True,False,1024,False,False,False,rsaEncryption,2048,sha1WithRSAEncryption,True,2014-06-18 18:20:06+00:00,2016-06-18 21:35:34+00:00,Entrust Certification Authority - L1E,
prc.gov,prc.gov,False,False,False,True,True,True,False,1024,False,False,True,rsaEncryption,2048,sha1WithRSAEncryption,True,2012-07-03 17:54:34+00:00,2016-07-04 01:30:26+00:00,Entrust.net Certification Authority (2048),
presidentialserviceawards.gov,presidentialserviceawards.gov,False,False,True,True,True,True,False,,True,False,True,rsaEncryption,2048,sha256WithRSAEncryption,False,2015-04-22 20:17:53+00:00,2017-06-23 15:22:37+00:00,GeoTrust Global CA,
pretrialservices.gov,pretrialservices.gov,False,False,True,True,True,True,False,,False,False,,,,,,,,,_nassl.OpenSSLError - error:27069065:OCSP routines:OCSP_basic_verify:certificate verify error
protecciondelconsumidor.gov,protecciondelconsumidor.gov,False,False,True,True,True,True,False,,False,False,False,rsaEncryption,2048,sha256WithRSAEncryption,False,2015-09-17 00:00:00+00:00,2016-11-15 23:59:59+00:00,GeoTrust Global CA,
protectyourmove.gov,protectyourmove.gov,False,False,True,False,False,True,False,,True,False,True,rsaEncryption,2048,sha256WithRSAEncryption,False,2013-11-21 00:00:00+00:00,2017-01-26 12:00:00+00:00,DigiCert High Assurance EV Root CA,
psa.gov,psa.gov,False,False,True,True,True,True,False,,False,False,,,,,,,,,_nassl.OpenSSLError - error:27069065:OCSP routines:OCSP_basic_verify:certificate verify error
psc.gov,psc.gov,False,False,True,False,False,True,False,1024,False,False,False,rsaEncryption,2048,sha256WithRSAEncryption,False,2014-08-13 14:40:22+00:00,2017-08-13 15:10:22+00:00,Federal Common Policy CA,
psob.gov,psob.gov,True,True,True,True,True,True,False,1024,True,False,False,rsaEncryption,2048,sha256WithRSAEncryption,True,2013-10-22 12:00:01+00:00,2016-03-23 12:00:00+00:00,DigiCert High Assurance EV Root CA,
pubmed.gov,pubmed.gov,False,False,True,True,True,True,True,1024,False,False,False,rsaEncryption,2048,sha256WithRSAEncryption,False,2015-06-08 00:00:00+00:00,2016-06-16 12:00:00+00:00,DigiCert High Assurance EV Root CA,
qatesttwai.gov,qatesttwai.gov,False,True,True,True,True,True,False,,False,False,False,rsaEncryption,1024,sha1WithRSAEncryption,True,2009-12-16 16:09:51+00:00,2019-12-14 16:09:51+00:00,TWAI Operations,
rcfl.gov,rcfl.gov,False,False,True,True,True,True,False,,False,False,True,rsaEncryption,2048,sha1WithRSAEncryption,True,2015-06-15 00:00:00+00:00,2015-12-31 23:59:59+00:00,AddTrust External CA Root,
reachhigher.gov,reachhigher.gov,False,False,True,True,True,True,False,,False,False,False,rsaEncryption,2048,sha256WithRSAEncryption,False,2015-06-09 02:58:16+00:00,2016-04-16 17:25:42+00:00,GeoTrust Global CA,
ready.gov,ready.gov,False,False,True,True,True,True,False,,False,False,False,rsaEncryption,2048,sha1WithRSAEncryption,True,2015-06-19 16:52:07+00:00,2016-06-19 16:52:05+00:00,GTE CyberTrust Global Root,
readybusiness.gov,readybusiness.gov,False,False,True,True,True,True,False,,False,False,False,rsaEncryption,2048,sha1WithRSAEncryption,True,2015-06-19 16:52:07+00:00,2016-06-19 16:52:05+00:00,GTE CyberTrust Global Root,
realestatesales.gov,realestatesales.gov,False,False,True,True,True,True,False,1024,False,False,False,rsaEncryption,2048,sha256WithRSAEncryption,True,2014-10-27 00:00:00+00:00,2015-10-28 23:59:59+00:00,Class 3 Public Primary Certification Authority,
realpropertyprofile.gov,realpropertyprofile.gov,False,False,True,True,True,False,False,,False,False,False,rsaEncryption,2048,sha256WithRSAEncryption,False,2015-07-29 00:00:00+00:00,2018-07-28 23:59:59+00:00,COMODO RSA Domain Validation Secure Server CA,
recalls.gov,recalls.gov,False,False,True,True,True,True,False,,True,False,False,rsaEncryption,2048,sha256WithRSAEncryption,False,2015-09-24 00:00:00+00:00,2016-11-22 23:59:59+00:00,GeoTrust Global CA,
recreation.gov,recreation.gov,False,False,True,True,True,True,False,,True,False,False,rsaEncryption,2048,sha256WithRSAEncryption,True,2015-03-25 21:49:05+00:00,2016-03-25 21:49:03+00:00,GTE CyberTrust Global Root,
research.gov,research.gov,False,False,True,True,True,True,False,1024,False,False,False,rsaEncryption,2048,sha1WithRSAEncryption,True,2015-08-13 00:00:00+00:00,2016-09-05 23:59:59+00:00,Class 3 Public Primary Certification Authority,
restorethegulf.gov,restorethegulf.gov,False,False,True,True,True,False,False,,False,False,False,rsaEncryption,2048,sha256WithRSAEncryption,True,2015-09-15 00:00:00+00:00,2016-09-19 12:00:00+00:00,DigiCert Global Root CA,
rocis.gov,rocis.gov,False,False,True,False,False,True,False,2048,True,False,False,rsaEncryption,2048,sha256WithRSAEncryption,False,2015-09-03 00:00:00+00:00,2016-09-11 23:59:59+00:00,Symantec Class 3 Secure Server CA - G4,
safecom.gov,safecom.gov,False,True,True,False,False,False,False,,False,False,,,,,,,,,utils.SSLyzeSSLConnection.SSLHandshakeRejected - TLS / Unexpected EOF
